"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 경상남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"경상남도 거제시 장승포동","373-5","0373","0005","SG펠리체","전세","91.28","202004","13","8,000","0","10","2015","능포로 78"
"경상남도 거제시 장평동","1205-1","1205","0001","거명모닝텔","월세","34.02","202010","17","200","30","8","2003","장평1로 35"
"경상남도 거제시 장평동","367-2","0367","0002","태일오피스텔","전세","54.4","202009","13","5,000","0","9","2005","장평1로9길 26"
"경상남도 거창군 거창읍 대평리","1187","1187","0000","참좋은","월세","55.65","202007","30","300","30","7","2007","거창대로 29"
"경상남도 거창군 거창읍 대평리","1187","1187","0000","참좋은","전세","55.65","202012","18","4,500","0","12","2007","거창대로 29"
"경상남도 거창군 거창읍 상림리","565","0565","0000","상림리오피스텔","월세","39.97","202003","14","300","30","3","2007","강변로1길 18-5"
"경상남도 거창군 거창읍 장팔리","154","0154","0000","드림빌리지","월세","32","202003","13","2,000","7","6","2008","장팔2길 9"
"경상남도 거창군 거창읍 장팔리","154","0154","0000","드림빌리지","월세","44","202008","3","250","27","3","2008","장팔2길 9"
"경상남도 거창군 거창읍 장팔리","154","0154","0000","드림빌리지","전세","30","202010","8","2,500","0","4","2008","장팔2길 9"
"경상남도 거창군 거창읍 장팔리","154","0154","0000","드림빌리지","월세","32","202011","14","2,000","12","2","2008","장팔2길 9"
"경상남도 거창군 거창읍 장팔리","154","0154","0000","드림빌리지","전세","31.92","202012","24","3,000","0","4","2008","장팔2길 9"
"경상남도 고성군 고성읍 동외리","422-7","0422","0007","	(422-7)	","월세","49.54","202005","8","500","35","5","2008","동외로 94"
"경상남도 고성군 고성읍 동외리","422-7","0422","0007","	(422-7)	","월세","42.16","202009","19","1,000","30","2","2008","동외로 94"
"경상남도 고성군 회화면 배둔리","1288-122","1288","0122","천년오피스텔","월세","45.44","202011","12","300","30","2","2015","관인로 30-8"
"경상남도 김해시 관동동","449-1","0449","0001","(449-1)","월세","27.72","202008","19","500","28","3","2015"," "
"경상남도 김해시 관동동","449-1","0449","0001","(449-1)","월세","27.72","202102","2","300","30","3","2015"," "
"경상남도 김해시 관동동","449-1","0449","0001","(449-1)","월세","24.24","202102","18","200","25","3","2015"," "
"경상남도 김해시 내동","1138-1","1138","0001","경보 더:숨시티","월세","57.1","202002","29","2,500","52","5","2018","경원로73번길 15"
"경상남도 김해시 내동","1138-1","1138","0001","경보 더:숨시티","전세","57.1","202003","19","15,000","0","7","2018","경원로73번길 15"
"경상남도 김해시 내동","1138-1","1138","0001","경보 더:숨시티","전세","33.41","202004","11","10,000","0","8","2018","경원로73번길 15"
"경상남도 김해시 내동","1138-1","1138","0001","경보 더:숨시티","전세","57.1","202004","11","16,000","0","10","2018","경원로73번길 15"
