"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전라북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","건축년도","도로명","해제사유발생일"
"전라북도 고창군 심원면 하전리","2**","단독","8m미만","78.3","663","202012","3","1,500","1937","상전1길",""
"전라북도 고창군 심원면 하전리","2**","단독","8m미만","130.91","771","202009","21","20,000","1991","상전2길",""
"전라북도 고창군 심원면 하전리","3**","단독","8m미만","142.77","793","202102","1","14,500","2002","상전1길",""
"전라북도 고창군 아산면 계산리","6**","단독","8m미만","55","397","202004","3","3,100","1917","사신원로",""
"전라북도 고창군 아산면 계산리","2**","단독","8m미만","77","569","202009","11","3,000","1990","병암길",""
"전라북도 고창군 아산면 계산리","2**","단독","8m미만","77","569","202011","12","3,000","1901","병암길",""
"전라북도 고창군 아산면 구암리","7*","단독","8m미만","81.9","496","202006","24","1,050","1931","노평길",""
"전라북도 고창군 아산면 남산리","2**","단독","8m미만","93.99","592","202008","31","9,400","1997","용장길",""
"전라북도 고창군 아산면 대동리","4**","단독","8m미만","78.86","479","202005","1","2,600","2006","대기길",""
"전라북도 고창군 아산면 대동리","1**","단독","8m미만","142.38","649","202010","8","3,000","1977","동촌길",""
"전라북도 고창군 아산면 대동리","1**","단독","8m미만","142.38","649","202008","23","3,000","1977","동촌길","20201008"
"전라북도 고창군 아산면 목동리","1**","단독","8m미만","160.9","1316","202004","8","11,500","1933","목동안길",""
"전라북도 고창군 아산면 반암리","7**","단독","8m미만","151","612","202005","18","11,000","2000","반암안길",""
"전라북도 고창군 아산면 반암리","1**","단독","8m미만","100","628","202005","11","5,000","2007","인천강변로",""
"전라북도 고창군 아산면 상갑리","6*","단독","8m미만","34","360","202011","16","1,000","1961","서당촌길",""
"전라북도 고창군 아산면 상갑리","4*","단독","8m미만","38.2","747","202011","11","3,900","1921","서당촌길",""
"전라북도 고창군 아산면 학전리","3**","단독","8m미만","63","574","202012","18","1,500","2002","학전길",""
"전라북도 고창군 해리면 고성리","3**","단독","8m미만","36.3","261.2","202006","29","2,000","1950","칠곡길",""
"전라북도 고창군 해리면 고성리","4**","단독","8m미만","141","846","202007","27","14,000","2017","사미길",""
"전라북도 고창군 해리면 광승리","1**","단독","8m미만","91.1","489","202102","20","4,000","1960","내경길",""
"전라북도 고창군 해리면 금평리","7**","단독","8m미만","98.64","880","202007","16","3,000","1996","동호로",""
"전라북도 고창군 해리면 동호리","6**","단독","8m미만","147","656","202102","2","30,000","2018","구동호1길",""
"전라북도 고창군 해리면 동호리","6**","단독","8m미만","76.99","660","202102","2","32,000","2018","구동호1길",""
"전라북도 고창군 해리면 방축리","2**","단독","8m미만","115.2","585","202008","15","10,000","2013","방축1길",""
"전라북도 고창군 해리면 사반리","2**","단독","8m미만","59.8","274","202006","12","1,835","1977","사반안길",""
"전라북도 고창군 해리면 사반리","6**","단독","8m미만","71.7","446","202101","12","750","1970","미산길",""
