"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 대구광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"대구광역시 남구 대명동","1598-8","1598","0008","삼정비취(1598-8)","월세","84.885","202005","5","11,000","23","2","1989","대명복개로3길 32"
"대구광역시 남구 대명동","1598-8","1598","0008","삼정비취(1598-8)","전세","84.885","202007","4","15,500","0","3","1989","대명복개로3길 32"
"대구광역시 남구 대명동","1598-8","1598","0008","삼정비취(1598-8)","전세","84.885","202010","6","14,000","0","5","1989","대명복개로3길 32"
"대구광역시 남구 대명동","1701-2","1701","0002","새한(1701-2)","월세","116.69","202003","10","3,500","45","5","1979","대명로49길 38"
"대구광역시 남구 대명동","1701-2","1701","0002","새한(1701-2)","전세","116.69","202008","20","17,000","0","3","1979","대명로49길 38"
"대구광역시 남구 대명동","1714-7","1714","0007","서동해피플러스","전세","84.5475","202008","24","18,500","0","2","2007","현충로 127"
"대구광역시 남구 대명동","1631-1","1631","0001","세신(1631-1)","전세","50.13","202101","11","10,000","0","1","1982","대명복개로 192"
"대구광역시 남구 대명동","461-1","0461","0001","세신(461-1)","전세","66.45","202004","11","6,000","0","4","1980","자유1길 86"
"대구광역시 남구 대명동","461-1","0461","0001","세신(461-1)","전세","66.45","202007","7","5,000","0","3","1980","자유1길 86"
"대구광역시 남구 대명동","1223-5","1223","0005","세종아파트","월세","55.47","202003","18","2,000","35","3","1980","두류공원로 72"
"대구광역시 남구 대명동","1223-5","1223","0005","세종아파트","월세","62.02","202008","10","1,000","40","2","1980","두류공원로 72"
"대구광역시 남구 대명동","1223-5","1223","0005","세종아파트","전세","55.47","202009","24","7,800","0","5","1980","두류공원로 72"
"대구광역시 남구 대명동","1223-5","1223","0005","세종아파트","월세","55.47","202011","20","300","20","4","1980","두류공원로 72"
