"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도","해제사유발생일"
"부산광역시 강서구 대저1동","일반","2***","신덕길2번길","제1종일반주거","제2종근린생활","8m미만","365.08","275.50","77,000","null","202012","7"," ","2013","20210106"
"부산광역시 강서구 대저1동","일반","2***","대저로273번길","준주거","제2종근린생활","8m미만","81.32","147.00","51,450","null","202012","9"," ","1976",""
"부산광역시 강서구 대저1동","일반","1***","대저중앙로","제1종일반주거","제1종근린생활","25m미만","331.2","2015.00","387,000","null","202012","10"," ","2015",""
"부산광역시 강서구 대저1동","일반","1***","대저로49번길","제1종일반주거","제1종근린생활","8m미만","240","516.00","77,500","null","202012","10"," ","2016",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로357번길","제1종일반주거","제2종근린생활","12m미만","361.8","653.00","111,000","null","202012","14"," ","2020",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로394번길","제1종일반주거","제1종근린생활","8m미만","210","401.00","68,150","null","202012","15"," ","2018",""
"부산광역시 강서구 대저1동","일반","4**","공항로1309번길","제1종일반주거","제1종근린생활","8m미만","309.6","526.00","108,556","null","202012","18"," ","2021",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로394번길","제1종일반주거","제1종근린생활","8m미만","197.4","340.00","64,000","null","202012","21"," ","2018",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로394번길","제1종일반주거","제1종근린생활","8m미만","212.75","358.00","61,300","null","202012","21"," ","2019",""
"부산광역시 강서구 대저1동","일반","1***","대저로155번가길","제1종일반주거","제1종근린생활","8m미만","304.5","520.00","88,000","null","202012","24"," ","2019","20210121"
"부산광역시 강서구 대저1동","일반","1***","-","제1종일반주거","제1종근린생활","25m미만","318.75","535.00","150,000","null","202012","29"," ","2015",""
"부산광역시 강서구 대저1동","일반","2**","대저중앙로393번길","제2종일반주거","제1종근린생활","8m미만","132.3","459.00","63,500","null","202012","29"," ","2017","20210127"
"부산광역시 강서구 대저1동","일반","4**","대저중앙로348번길","제1종일반주거","제1종근린생활","-","231","471.00","70,000","null","202101","4"," ","2020",""
"부산광역시 강서구 대저1동","일반","4**","-","제1종일반주거","제1종근린생활","8m미만","226.2","385.00","72,700","null","202101","7"," ","2019",""
"부산광역시 강서구 대저1동","일반","3**","대저중앙로357번길","제1종일반주거","제2종근린생활","12m미만","361.8","646.00","111,500","null","202101","8"," ","2021",""
