"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 세종특별자치시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적(㎡)","거래금액(만원)","지분구분","해제사유발생일"
"세종특별자치시 연서면 월하리","5**","도로","자연녹지지역","-","202003","9","55","700"," ",""
"세종특별자치시 전동면 미곡리","산*","임야","보전관리지역","-","202003","9","165","776","지분",""
"세종특별자치시 전동면 미곡리","산*","임야","보전관리지역","-","202003","9","198","944","지분",""
"세종특별자치시 장군면 금암리","1**","답","보전관리지역","-","202003","10","182","1,030"," ",""
"세종특별자치시 전동면 송곡리","2**","임야","농림지역","8m미만","202003","10","165","1,445","지분",""
"세종특별자치시 전의면 영당리","산7*","임야","농림지역","12m미만","202003","10","363","1,571","지분",""
"세종특별자치시 전의면 영당리","산7*","임야","농림지역","12m미만","202003","10","331","1,663","지분",""
"세종특별자치시 전의면 영당리","산7*","임야","농림지역","12m미만","202003","10","436","1,885","지분",""
"세종특별자치시 금남면 장재리","2**","전","개발제한구역","8m미만","202003","10","271","1,887"," ",""
"세종특별자치시 장군면 금암리","8*","대","계획관리지역","8m미만","202003","10","634","18,390"," ",""
"세종특별자치시 장군면 금암리","1**","답","생산관리지역","-","202003","10","367","2,310"," ",""
"세종특별자치시 전의면 관정리","4**","전","계획관리지역","-","202003","10","94","2,744"," ",""
"세종특별자치시 전동면 미곡리","3**","답","농림지역","8m미만","202003","10","3675","21,000"," ",""
"세종특별자치시 장군면 금암리","8*","대","계획관리지역","8m미만","202003","10","760","21,060"," ",""
"세종특별자치시 장군면 하봉리","2**","전","농림지역","8m미만","202003","10","1206","27,300"," ","20200506"
"세종특별자치시 장군면 금암리","8*","대","계획관리지역","8m미만","202003","10","10","280"," ",""
"세종특별자치시 장군면 하봉리","2**","전","계획관리지역","-","202003","10","1566","35,475"," ","20200506"
"세종특별자치시 장군면 금암리","3**","임야","농림지역","-","202003","10","1344","38,720"," ",""
"세종특별자치시 장군면 금암리","1**","답","보전관리지역","-","202003","10","820","4,660"," ",""
"세종특별자치시 전의면 영당리","산7*","임야","농림지역","12m미만","202003","10","992","4,990","지분",""
"세종특별자치시 장군면 평기리","산*","임야","농림지역","8m미만","202003","10","66","478","지분",""
"세종특별자치시 전의면 관정리","4**","전","계획관리지역","-","202003","10","170","5,096"," ",""
"세종특별자치시 전의면 노곡리","산*","임야","농림지역","8m미만","202003","10","83","508","지분",""
"세종특별자치시 금남면 영대리","7**","전","개발제한구역","-","202003","10","853","6,000"," ",""
"세종특별자치시 장군면 금암리","8*","대","계획관리지역","8m미만","202003","10","229","6,340"," ",""
"세종특별자치시 전의면 영당리","산7*","임야","농림지역","12m미만","202003","10","165","840","지분",""
"세종특별자치시 장군면 금암리","8*","전","계획관리지역","-","202003","10","912","9,930"," ",""
"세종특별자치시 연서면 기룡리","산7*","임야","농림지역","-","202003","10","165","995","지분",""
"세종특별자치시 부강면 금호리","산2*","임야","농림지역","-","202003","11","165","1,025","지분",""
"세종특별자치시 연서면 기룡리","산1**","임야","농림지역","-","202003","11","331","1,390","지분",""
